IOb	IOb	np1	IOb	IOb	0
all	all	d	all	all	0
might	might	vmd	might	may	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
ready	ready	j	ready	ready	0
also	also	av	also	also	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
willing	willing	vvg	willing	will	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
amend	amend	vvi	amend	amend	0
any	any	d	any	any	0
error	error	n1	error	error	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
manifested	manifested	vvn	manifested	manifest	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
errour	errour	n1	error	error	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
I	I	pns11	I	i	0
submit	submit	vvb	submit	submit	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
iudicious	iudicious	j	judicious	judicious	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
censure	censure	n1	censure	censure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
My	My	po11	My	my	0
care	care	n1	care	care	0
was	was	vbds	was	be	0
also	also	av	also	also	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
herein	herein	av	herein	herein	0
a	a	dt	a	a	0
true	true	j	true	true	0
seruice	seruice	n1	service	service	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Maiesty	Maiesty	n1	Majesty	majesty	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
pening	pening	j	pening	pening	0
the	the	dt	the	the	0
Iurisdiction	Iurisdiction	n1	Jurisdiction	jurisdiction	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
vse	vse	vvb	use	use	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
who	who	r-crq	who	who	0
serue	serue	vvb	serve	serve	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
specting	specting	zz	specting	specting	0
no	no	zz	no	no	0
other	other	j-jn	other	other	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
then	then	cs	then	than	0
his	his	po31	his	his	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
and	and	cc	and	and	0
their	their	po32	their	their	0
adulation	adulation	n1	adulation	adulation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
disputed	disputed	vvn	disputed	dispute	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
right	right	j-jn	right	right	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
word	word	n1	word	word	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Maiesty	Maiesty	n1	Majesty	majesty	0
will	will	vmb	will	will	0
admit	admit	vvi	admit	admit	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
God	God	np1	God	God	0
or	or	cc	or	or	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
preiudiced	preiudiced	vvn	prejudiced	prejudice	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Graces	Graces	ng1	Graces	grace	0
fauour	fauour	n1	favour	favour	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
committed	committed	vvn	committed	commit	0
the	the	dt	the	the	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
here	here	av	here	here	0
,	,	,	,	,	0
so	so	av	so	so	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
hearty	hearty	j	hearty	hearty	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
our	our	po12	our	our	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
who	who	q-crq	who	who	0
inrich	inrich	vvb	enrich	enrich	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
plentifull	plentifull	j	plentiful	plentiful	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
proper	proper	j	proper	proper	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
direction	direction	n1	direction	direction	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
enioy	enioy	vvi	enjoy	enjoy	0
them	them	pno32	them	they	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
vse	vse	vvi	use	use	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
through	through	p-acp	through	through	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Graces	Graces	n2	Graces	grace	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
commanded	commanded	vvn	commanded	command	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
duety	duety	n1	duty	duty	0
,	,	,	,	,	0
GEORGE	GEORGE	np1	GEORGE	George	0
CARLETON	CARLETON	np1	CARLETON	Carleton	0
.	.	.	.	.	1
