PLutarch	PLutarch	ng1	PLutarch	plutarch	0
tryer	tryer	n1	tryer	tryer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
trueths	trueths	n2	truths	truth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
herein	herein	av	herein	herein	0
affirme	affirme	vvi	affirm	affirm	0
such	such	d	such	such	0
a	a	dt	a	a	0
trueth	trueth	n1	truth	truth	0
without	without	p-acp	without	without	0
flatterie	flatterie	n1	flattery	flattery	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
themselues	themselues	px32	themselves	themselves	0
cannot	cannot	vmbx	cannot	can	0
denie	denie	vvi	deny	deny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
being	being	vbg	being	be	0
ouer	ouer	a-acp	over	over	0
∣	∣	sy	∣	∣	0
pestered	pestered	vvn	pestered	pester	0
with	with	p-acp	with	with	0
enuie	enuie	n1	envy	envy	0
.	.	.	.	.	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
therefore	therefore	av	therefore	therefore	0
mine	mine	po11	mine	my	0
Honourable	Honourable	j	Honourable	honourable	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
fauourably	fauourably	av-j	favourably	favourable	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
this	this	d	this	this	0
small	small	j	small	small	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
(	(	(	(	(	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
duetie	duetie	n1	duty	duty	0
and	and	cc	and	and	0
good	good	j	good	good	0
will	will	n1	will	will	0
is	is	vbz	is	be	0
offered	offered	vvn	offered	offer	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
;	;	;	;	;	0
protecting	protecting	vvg	protecting	protect	0
it	it	pn31	it	it	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
foorth	foorth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
demonstra	demonstra	fw-la	demonstra	demonstra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
and	and	cc	and	and	0
commodiousnesse	commodiousnesse	n1	commodiousness	commodiousness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
conclusions	conclusions	n2	conclusions	conclusion	0
shall	shall	vmb	shall	shall	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
beseeching	beseeching	vvg	beseeching	beseech	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
encrease	encrease	vvi	increase	increase	0
his	his	po31	his	his	0
good	good	j	good	good	0
giftes	giftes	n2	gifts	gift	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
all	all	d	all	all	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
affaires	affaires	n2	affairs	affair	0
:	:	:	:	:	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
al	al	d	all	all	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
heartie	heartie	j	hearty	hearty	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
good	good	j	good	good	0
giftes	giftes	n2	gifts	gift	0
doe	doe	vdb	do	do	0
descend	descend	vvi	descend	descend	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
variablenesse	variablenesse	n1	variableness	variableness	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
sha	sha	vmb	sha	shall	0
∣	∣	sy	∣	∣	0
dowe	dowe	n1	dow	dove	0
of	of	pp-f	of	of	0
change	change	n1	change	change	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
yesterday	yesterday	av-an	yesterday	yesterday	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
